neighbor__5024,neighbor__1421,neighbor__1426
34.2,45.12,41.35
33.15,37.85,33.1
39.42,39.35,26.38
44.58,36.38,24.18
44.78,30.35,21.25
43.58,26.18,21.78
31.68,19.05,23.72
19.12,23.2,24.38
16.05,24.82,23.5
24.62,33.67,35.53
44.0,41.68,62.8
75.77,85.38,76.38
63.6,61.95,74.1
50.02,57.7,54.18
40.25,50.95,53.3
46.62,54.85,68.28
57.05,57.47,67.42
65.97,74.28,75.3
55.7,45.45,30.25
55.92,30.65,29.12
20.67,21.08,29.1
19.45,22.92,41.1
29.62,30.08,81.75
35.97,30.25,96.25
56.05,48.22,92.42
47.85,34.72,21.78
44.55,32.95,26.55
42.7,54.4,97.22
41.42,50.6,92.52
51.53,75.0,31.32
49.6,61.92,38.65
34.58,47.82,37.05
30.6,38.6,62.8
44.6,32.5,80.03
37.72,30.22,48.05
33.42,27.82,44.02
42.65,24.25,92.05
48.3,26.35,32.08
50.8,35.33,31.75
48.53,40.12,46.92
43.85,33.08,44.5
41.1,39.4,32.92
28.78,40.17,25.62
18.58,37.28,21.6
16.4,27.65,18.0
43.55,66.65,55.85
34.8,58.75,69.38
53.28,52.5,63.7
45.5,46.78,55.72
69.88,39.15,53.85
61.3,40.42,53.42
60.95,45.9,53.25
52.7,39.12,51.88
50.0,41.22,55.95
61.6,51.4,50.0
32.9,18.2,22.68
35.33,15.5,24.82
36.52,16.4,26.6
42.75,29.92,35.58
48.08,57.7,69.65
78.03,78.3,68.75
85.65,73.18,68.9
74.5,55.92,45.62
