neighbor__124,neighbor__1421,neighbor__1426
262.5,201.5,196.75
306.5,215.75,248.5
270.75,191.5,282.5
235.75,189.25,259.25
217.75,171.5,248.0
199.25,148.75,237.25
226.0,179.75,233.75
260.25,232.0,244.0
282.25,254.0,234.25
344.25,307.25,253.5
358.0,315.0,268.5
309.5,269.75,254.0
218.25,186.75,224.0
160.0,127.0,183.0
138.5,117.0,145.0
111.75,97.25,124.5
86.5,79.25,100.0
79.25,94.75,90.0
99.0,90.5,106.5
133.5,89.75,123.0
159.25,130.75,141.0
247.0,168.0,177.5
415.75,200.5,242.5
480.0,270.75,303.5
517.0,253.25,386.5
447.0,266.25,349.5
360.25,209.0,252.5
348.25,203.75,262.75
317.5,215.75,260.25
308.75,223.0,205.0
289.25,210.25,166.75
306.5,219.75,193.5
350.5,248.5,234.5
353.5,221.75,235.75
244.25,199.0,315.0
212.25,185.75,343.25
156.25,138.75,176.25
112.0,90.25,113.25
86.0,89.5,84.0
88.25,84.5,80.5
74.0,76.0,66.5
115.0,128.25,113.5
179.5,138.25,151.5
162.0,128.25,184.0
148.75,127.0,201.75
148.0,140.0,213.0
161.5,139.25,196.75
170.75,128.0,174.0
176.75,141.75,132.25
155.0,135.5,125.25
136.25,127.25,145.5
142.0,125.75,167.5
184.75,132.75,167.5
233.75,154.5,180.75
213.25,180.5,220.25
200.25,180.0,263.5
139.25,139.25,255.25
100.5,111.25,212.0
100.5,91.5,234.0
169.5,103.25,177.5
203.25,190.0,161.5
212.75,199.5,165.25
222.25,213.0,175.0
230.75,223.5,186.5
245.0,230.75,197.25
242.5,236.0,205.5
234.75,227.5,198.25
233.0,227.0,188.5
228.0,215.5,181.5
220.0,194.25,168.0
205.0,179.25,147.0
168.0,156.75,121.0
150.5,138.75,116.5
134.75,120.0,108.75
136.5,111.0,98.5
136.25,109.75,97.0
154.0,108.5,98.25
190.0,120.5,106.25
174.25,144.25,125.75
185.75,180.0,154.25
201.75,195.0,177.0
205.0,212.75,174.0
196.5,208.5,183.25
191.75,190.5,183.0
208.25,199.0,177.0
232.75,213.5,170.25
232.25,223.0,179.25
236.0,233.25,189.75
245.25,248.0,210.75
259.0,250.75,225.0
304.0,246.0,168.5
301.5,255.25,125.5
231.75,227.75,93.25
197.0,182.75,73.0
138.75,111.25,58.5
109.25,91.5,61.25
97.25,83.0,54.0
106.75,80.0,48.5
113.75,80.75,50.0
109.75,83.25,50.25
109.0,83.0,52.5
109.5,85.5,64.25
115.0,105.75,92.75
126.5,118.75,115.75
126.75,128.0,125.5
133.25,139.5,126.75
138.5,138.75,112.75
144.75,142.25,100.75
150.75,147.5,106.5
159.5,156.0,121.5
180.0,170.25,143.0
184.75,177.75,165.5
209.75,182.75,162.5
255.75,185.0,175.25
209.75,164.25,218.25
190.25,153.75,264.0
184.75,145.0,204.75
140.0,114.0,104.0
124.0,108.0,78.5
105.25,104.5,72.25
84.5,92.0,66.25
85.0,88.25,65.0
93.0,104.25,69.75
100.75,135.5,77.5
111.25,142.5,90.5
123.0,130.75,119.5
106.0,117.25,150.75
83.75,82.5,129.75
60.75,61.0,122.0
57.25,47.0,110.5
62.75,50.0,82.5
89.25,54.75,77.25
141.5,76.75,85.25
188.0,127.0,99.0
428.25,217.5,148.0
508.0,238.5,217.25
564.0,202.75,252.75
526.5,185.0,238.25
324.5,225.5,218.25
263.5,152.25,260.5
214.5,269.25,258.0
207.0,314.75,247.25
295.0,274.5,232.0
507.5,237.25,227.75
422.25,234.5,224.0
382.25,241.25,231.0
351.25,293.0,245.75
279.75,252.0,209.75
203.5,199.0,157.25
166.0,185.0,154.0
139.0,149.0,165.25
113.0,123.0,184.0
104.0,98.0,119.25
105.75,92.25,128.75
121.25,125.0,153.5
165.75,163.0,215.75
263.75,181.75,225.75
361.0,201.75,229.0
375.5,247.25,261.0
331.25,291.0,295.5
276.5,250.5,299.5
249.0,263.0,297.0
217.25,262.0,302.25
203.25,236.5,300.25
190.25,239.5,336.0
225.5,232.75,354.75
288.75,222.5,333.75
278.25,212.75,322.25
274.25,223.75,349.5
222.75,221.25,347.5
153.75,133.0,198.25
109.5,120.5,156.25
81.5,96.5,137.25
89.5,81.75,110.25
80.75,76.5,91.5
77.0,70.75,73.0
123.0,68.5,89.25
128.5,85.25,104.5
151.5,125.25,120.25
160.0,133.5,153.75
132.75,126.25,176.0
147.5,115.5,162.0
135.25,103.5,150.25
127.0,87.75,120.75
134.5,79.25,83.0
85.25,66.25,88.25
69.25,65.0,78.5
30.25,66.75,74.25
67.5,62.0,75.0
77.0,58.75,73.25
83.5,57.5,64.0
105.0,55.0,51.0
80.25,52.25,48.75
65.5,51.0,50.0
55.0,45.0,46.25
46.0,45.0,44.25
55.5,47.0,47.0
81.0,49.75,53.75
74.25,42.5,59.25
77.5,47.5,64.75
60.0,41.75,50.25
46.25,49.25,42.25
55.75,52.25,37.5
30.25,40.25,51.25
59.25,41.25,59.0
44.0,49.5,49.5
59.75,49.0,39.75
104.25,57.0,44.5
66.25,36.25,50.25
64.0,44.75,54.75
19.0,58.0,49.0
36.75,57.25,52.0
111.0,69.25,57.0
172.0,91.25,91.75
166.0,107.75,179.5
76.25,91.75,52.75
43.0,83.75,38.25
26.0,49.5,30.5
36.0,36.5,23.5
40.5,28.0,24.5
65.25,25.0,26.0
47.75,27.5,42.75
59.25,41.0,73.25
54.75,62.5,91.25
23.0,72.75,78.5
64.25,73.75,80.5
90.75,78.0,97.75
112.5,78.25,92.25
147.25,84.5,90.75
78.25,85.0,74.25
73.0,84.5,78.5
20.0,74.75,84.25
31.5,78.75,76.5
68.0,85.5,91.75
92.25,89.0,80.25
135.25,79.75,83.25
95.75,60.0,75.0
77.5,54.5,54.5
48.75,48.0,48.25
16.0,49.25,49.25
29.75,43.5,40.75
35.25,41.75,38.75
50.5,39.5,33.5
86.0,36.0,30.0
63.75,46.25,39.25
74.25,75.75,64.75
91.25,109.0,90.25
119.75,143.0,114.75
206.25,160.0,147.75
238.75,177.0,169.0
248.5,183.5,166.5
297.75,180.75,152.5
206.5,160.5,175.75
190.25,177.5,183.5
157.75,198.0,177.5
204.25,196.75,163.0
249.0,202.0,160.75
293.75,244.75,165.75
329.0,194.75,178.25
12.0,58.25,111.75
12.0,52.25,82.25
74.0,46.0,57.25
75.0,65.5,50.0
90.75,75.0,47.0
129.0,63.25,56.75
111.0,79.75,83.25
120.0,105.75,116.75
147.0,127.5,139.75
329.0,150.75,163.75
315.0,182.0,174.25
295.25,190.0,138.25
340.75,192.75,123.0
237.75,192.75,131.75
228.5,204.25,125.25
176.5,201.75,133.25
256.75,226.25,127.0
339.5,248.75,129.25
380.75,253.5,152.25
374.0,239.25,182.0
192.5,157.25,187.75
134.0,97.25,131.5
79.0,69.25,112.25
81.5,76.0,67.5
95.25,84.0,65.25
114.5,83.0,64.0
130.75,90.5,67.75
165.0,98.0,68.5
135.0,112.5,73.25
141.75,129.75,123.25
196.25,140.5,179.25
302.25,172.75,146.5
388.0,195.0,143.75
356.25,201.75,143.25
311.0,203.25,146.75
316.25,195.0,129.0
194.25,178.0,128.0
215.5,193.25,129.75
285.25,196.75,135.25
240.0,202.75,136.0
281.5,201.25,140.0
307.0,221.0,177.75
287.0,233.0,241.5
263.75,202.5,188.0
186.25,171.0,138.75
152.0,207.75,108.0
132.5,183.75,105.25
176.25,182.5,104.0
196.75,168.5,126.75
239.75,146.5,132.75
258.75,112.25,133.0
229.0,125.0,137.0
286.25,165.5,177.75
368.5,201.25,220.25
407.75,282.75,245.5
498.5,314.5,228.5
413.75,285.75,227.5
371.75,305.75,239.5
376.25,283.0,253.25
264.5,233.5,161.75
235.5,217.5,159.0
183.75,183.75,152.75
235.5,193.25,154.5
287.0,211.5,165.25
356.5,203.25,184.25
369.25,213.25,219.75
272.0,219.0,246.25
169.5,194.75,243.25
128.25,143.25,194.5
77.25,98.25,163.0
67.75,93.5,169.5
50.5,92.5,190.75
106.25,124.5,198.25
227.5,156.75,203.0
201.0,138.25,201.5
173.0,141.25,230.5
179.0,185.25,281.0
139.25,225.5,294.5
261.5,259.5,291.0
285.5,272.25,258.25
304.75,243.25,245.0
324.5,181.5,282.25
246.75,180.75,250.0
181.75,169.75,282.0
61.0,157.25,271.75
144.5,155.0,251.25
192.5,146.25,247.0
210.5,144.75,211.5
247.5,138.25,179.0
216.0,131.0,179.75
192.5,115.5,158.25
185.0,141.0,139.5
60.5,136.25,135.75
90.0,122.0,136.75
120.25,117.0,128.0
147.0,103.5,105.75
216.0,106.5,81.5
190.75,103.0,80.25
162.5,106.0,102.25
152.0,105.25,113.0
73.0,103.5,116.0
96.0,104.25,116.25
121.5,102.25,111.5
146.0,94.0,111.25
140.75,105.0,101.0
101.25,107.0,121.0
78.0,70.0,156.5
222.25,62.0,183.5
260.25,95.0,157.25
349.5,190.0,140.25
270.75,139.0,123.0
222.5,130.0,124.25
175.75,127.0,129.5
142.0,143.0,132.25
83.75,128.0,126.25
135.5,108.0,123.75
173.0,125.0,117.75
229.5,119.0,100.0
245.5,147.0,93.25
122.5,102.0,103.0
89.0,94.0,131.5
42.0,106.0,115.0
119.0,124.0,107.75
125.0,125.0,111.0
226.0,111.0,102.25
219.75,143.0,97.5
188.5,116.0,107.25
153.25,122.0,101.75
148.5,128.0,90.0
120.5,130.0,85.5
131.25,107.0,85.5
100.75,77.0,71.25
88.5,68.0,70.0
91.5,68.0,75.75
104.25,78.0,82.5
126.5,96.0,83.75
97.0,100.0,101.25
69.0,122.0,101.25
185.0,134.0,101.75
186.5,145.0,113.0
227.5,133.0,121.25
268.0,140.0,114.5
185.0,130.0,94.0
92.0,99.0,57.5
